,TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
2875,876842,YuGiOh,Battle Pack: Epic Dawn,Enemy Controller,0,BP01-EN078,Common,Near Mint 1st Edition,0.42,0.0,1.37,0.38,1,0,0.99,0
2878,876342,YuGiOh,Battle Pack: Epic Dawn,Exarion Universe,0,BP01-EN126,Common,Near Mint Unlimited,0.0,0.0,1.24,0.25,3,0,0.99,0
2879,876782,YuGiOh,Battle Pack: Epic Dawn,Exarion Universe,0,BP01-EN126,Common,Near Mint 1st Edition,0.0,0.0,1.11,0.12,50,0,0.74,0
2880,1115969,YuGiOh,Battle Pack: Epic Dawn,Exarion Universe (Starfoil),0,BP01-EN126,Starfoil Rare,Near Mint Unlimited,0.0,0.0,1.49,0.5,1,0,1.24,0
2881,1116409,YuGiOh,Battle Pack: Epic Dawn,Exarion Universe (Starfoil),0,BP01-EN126,Starfoil Rare,Near Mint 1st Edition,0.45,0.0,1.18,0.19,10,0,0.99,0
2882,876487,YuGiOh,Battle Pack: Epic Dawn,Exiled Force,0,BP01-EN059,Common,Near Mint Unlimited,0.57,0.0,1.48,0.49,1,0,1.24,0
2883,876927,YuGiOh,Battle Pack: Epic Dawn,Exiled Force,0,BP01-EN059,Common,Near Mint 1st Edition,0.44,0.0,1.28,0.29,7,0,0.99,0
2885,876939,YuGiOh,Battle Pack: Epic Dawn,Fabled Raven,0,BP01-EN205,Common,Near Mint 1st Edition,0.49,0.0,1.28,0.29,5,0,0.99,0
2886,1116488,YuGiOh,Battle Pack: Epic Dawn,Fabled Raven (Starfoil),0,BP01-EN205,Starfoil Rare,Near Mint 1st Edition,0.73,0.0,1.49,0.5,1,0,1.24,0
2887,876888,YuGiOh,Battle Pack: Epic Dawn,Fiend's Sanctuary,0,BP01-EN076,Common,Near Mint 1st Edition,0.2,0.0,1.19,0.2,12,0,0.99,0
2888,1116359,YuGiOh,Battle Pack: Epic Dawn,Fiend's Sanctuary (Starfoil),0,BP01-EN076,Starfoil Rare,Near Mint 1st Edition,0.44,0.0,1.2,0.21,5,0,0.99,0
2889,876494,YuGiOh,Battle Pack: Epic Dawn,Fiendish Chain,0,BP01-EN105,Common,Near Mint Unlimited,0.86,0.0,1.47,0.28,1,0,1.24,0
2891,1116388,YuGiOh,Battle Pack: Epic Dawn,Fiendish Chain (Starfoil),0,BP01-EN105,Starfoil Rare,Near Mint 1st Edition,1.42,0.0,1.69,0.7,1,0,1.49,0
2893,876926,YuGiOh,Battle Pack: Epic Dawn,Forbidden Chalice,0,BP01-EN082,Common,Near Mint 1st Edition,1.27,0.0,1.54,0.55,1,0,1.99,0
2902,876962,YuGiOh,Battle Pack: Epic Dawn,Gachi Gachi Gantetsu,0,BP01-EN025,Rare,Near Mint 1st Edition,0.51,0.0,1.36,0.37,1,0,0.99,0
2908,876511,YuGiOh,Battle Pack: Epic Dawn,Gem-Knight Pearl,0,BP01-EN031,Rare,Near Mint Unlimited,0.19,0.0,1.14,0.15,3,0,0.99,0
2909,876951,YuGiOh,Battle Pack: Epic Dawn,Gem-Knight Pearl,0,BP01-EN031,Rare,Near Mint 1st Edition,0.28,0.0,1.17,0.18,40,0,0.99,0
2910,1115874,YuGiOh,Battle Pack: Epic Dawn,Gem-Knight Pearl (Starfoil),0,BP01-EN031,Starfoil Rare,Near Mint Unlimited,0.87,0.0,1.48,0.49,1,0,1.24,0
2911,1116314,YuGiOh,Battle Pack: Epic Dawn,Gem-Knight Pearl (Starfoil),0,BP01-EN031,Starfoil Rare,Near Mint 1st Edition,0.45,0.0,1.24,0.25,1,0,0.99,0
2912,876900,YuGiOh,Battle Pack: Epic Dawn,Gene-Warped Warwolf,0,BP01-EN116,Common,Near Mint 1st Edition,0.23,0.0,1.22,0.22,1,0,0.99,0
2915,876960,YuGiOh,Battle Pack: Epic Dawn,Gilasaurus,0,BP01-EN177,Common,Near Mint 1st Edition,0.26,0.0,1.14,0.15,6,0,0.99,0
2919,876895,YuGiOh,Battle Pack: Epic Dawn,Goblindbergh,0,BP01-EN219,Common,Near Mint 1st Edition,0.41,0.0,1.29,0.3,25,0,0.99,0
2928,1116319,YuGiOh,Battle Pack: Epic Dawn,Graceful Charity (Starfoil),0,BP01-EN036,Starfoil Rare,Near Mint 1st Edition,4.93,0.0,5.24,4.25,2,0,5.0,0
2929,876997,YuGiOh,Battle Pack: Epic Dawn,Grave Protector,0,BP01-EN186,Common,Near Mint 1st Edition,0.18,0.0,1.14,0.15,1,0,0.99,0
2930,1116469,YuGiOh,Battle Pack: Epic Dawn,Grave Protector (Starfoil),0,BP01-EN186,Starfoil Rare,Near Mint 1st Edition,0.28,0.0,1.17,0.18,1,0,0.99,0
2933,1116339,YuGiOh,Battle Pack: Epic Dawn,Greenkappa (Starfoil),0,BP01-EN056,Starfoil Rare,Near Mint 1st Edition,0.31,0.0,1.19,0.2,3,0,0.99,0
2934,876778,YuGiOh,Battle Pack: Epic Dawn,Grenosaurus,0,BP01-EN026,Rare,Near Mint 1st Edition,0.26,0.0,1.13,0.14,16,0,0.99,0
2935,1116309,YuGiOh,Battle Pack: Epic Dawn,Grenosaurus (Starfoil),0,BP01-EN026,Starfoil Rare,Near Mint 1st Edition,0.32,0.0,1.19,0.2,4,0,0.99,0
2937,876944,YuGiOh,Battle Pack: Epic Dawn,Hardened Armed Dragon,0,BP01-EN214,Common,Near Mint 1st Edition,0.47,0.0,1.19,0.2,14,0,0.99,0
2947,1116287,YuGiOh,Battle Pack: Epic Dawn,Injection Fairy Lily (Starfoil),0,BP01-EN004,Starfoil Rare,Near Mint 1st Edition,2.63,0.0,3.19,2.2,2,0,2.99,0
2951,876343,YuGiOh,Battle Pack: Epic Dawn,Jinzo,0,BP01-EN003,Rare,Near Mint Unlimited,1.19,0.0,1.43,0.44,2,0,1.24,0
2952,876783,YuGiOh,Battle Pack: Epic Dawn,Jinzo,0,BP01-EN003,Rare,Near Mint 1st Edition,0.6,0.0,1.31,0.32,12,0,0.99,0
2954,876791,YuGiOh,Battle Pack: Epic Dawn,King Tiger Wanghu,0,BP01-EN129,Common,Near Mint 1st Edition,3.24,0.0,3.46,2.47,1,0,3.49,0
2959,876363,YuGiOh,Battle Pack: Epic Dawn,Level Eater,0,BP01-EN209,Common,Near Mint Unlimited,0.0,0.0,1.18,0.19,4,0,0.99,0
2960,876803,YuGiOh,Battle Pack: Epic Dawn,Level Eater,0,BP01-EN209,Common,Near Mint 1st Edition,0.27,0.0,1.1,0.1,25,0,0.74,0
2963,876421,YuGiOh,Battle Pack: Epic Dawn,Liberty at Last!,0,BP01-EN110,Common,Near Mint Unlimited,0.0,0.0,1.18,0.19,1,0,0.99,0
2964,876861,YuGiOh,Battle Pack: Epic Dawn,Liberty at Last!,0,BP01-EN110,Common,Near Mint 1st Edition,0.21,0.0,1.19,0.2,3,0,0.99,0
2969,876868,YuGiOh,Battle Pack: Epic Dawn,Mad Dog of Darkness,0,BP01-EN113,Common,Near Mint 1st Edition,0.21,0.0,1.18,0.19,1,0,0.99,0
2971,1116478,YuGiOh,Battle Pack: Epic Dawn,Mad Reloader (Starfoil),0,BP01-EN195,Starfoil Rare,Near Mint 1st Edition,0.42,0.0,1.17,0.18,3,0,0.99,0
2973,876947,YuGiOh,Battle Pack: Epic Dawn,Magic Cylinder,0,BP01-EN091,Common,Near Mint 1st Edition,0.61,0.0,1.58,0.59,1,0,1.24,0
2976,876874,YuGiOh,Battle Pack: Epic Dawn,Magic Drain,0,BP01-EN090,Common,Near Mint 1st Edition,0.28,0.0,1.19,0.2,1,0,0.99,0
2979,876981,YuGiOh,Battle Pack: Epic Dawn,Makyura the Destructor,0,BP01-EN180,Common,Near Mint 1st Edition,0.74,0.0,1.2,0.21,2,0,0.99,0
2981,1116463,YuGiOh,Battle Pack: Epic Dawn,Makyura the Destructor (Starfoil),0,BP01-EN180,Starfoil Rare,Near Mint 1st Edition,0.68,0.0,1.42,0.43,6,0,1.24,0
2984,1116455,YuGiOh,Battle Pack: Epic Dawn,Mask of Darkness (Starfoil),0,BP01-EN172,Starfoil Rare,Near Mint 1st Edition,0.87,0.0,1.26,0.27,1,0,0.99,0
2987,876863,YuGiOh,Battle Pack: Epic Dawn,Miracle's Wake,0,BP01-EN107,Common,Near Mint 1st Edition,0.18,0.0,1.09,0.1,3,0,0.74,0
2994,1116292,YuGiOh,Battle Pack: Epic Dawn,Mobius the Frost Monarch (Starfoil),0,BP01-EN009,Starfoil Rare,Near Mint 1st Edition,1.19,0.0,1.79,0.8,1,0,1.99,0
2995,876453,YuGiOh,Battle Pack: Epic Dawn,Monster Gate,0,BP01-EN079,Common,Near Mint Unlimited,0.16,0.0,1.32,0.33,3,0,0.99,0
2996,876893,YuGiOh,Battle Pack: Epic Dawn,Monster Gate,0,BP01-EN079,Common,Near Mint 1st Edition,0.43,0.0,1.34,0.35,27,0,0.99,0
3012,1116470,YuGiOh,Battle Pack: Epic Dawn,Night Assailant (Starfoil),0,BP01-EN187,Starfoil Rare,Near Mint 1st Edition,0.98,0.0,1.84,0.85,4,0,1.99,0
3015,876867,YuGiOh,Battle Pack: Epic Dawn,Number 17: Leviathan Dragon,0,BP01-EN027,Rare,Near Mint 1st Edition,0.67,0.0,1.5,0.51,2,0,1.24,0
3016,1116310,YuGiOh,Battle Pack: Epic Dawn,Number 17: Leviathan Dragon (Starfoil),0,BP01-EN027,Starfoil Rare,Near Mint 1st Edition,0.58,0.0,1.53,0.54,2,0,1.24,0
3018,876877,YuGiOh,Battle Pack: Epic Dawn,Number 39: Utopia,0,BP01-EN024,Rare,Near Mint 1st Edition,0.53,0.0,1.32,0.33,1,0,0.99,0
3028,876433,YuGiOh,Battle Pack: Epic Dawn,Phantom of Chaos,0,BP01-EN196,Common,Near Mint Unlimited,0.0,0.0,1.19,0.2,1,0,0.99,0
3029,876873,YuGiOh,Battle Pack: Epic Dawn,Phantom of Chaos,0,BP01-EN196,Common,Near Mint 1st Edition,0.4,0.0,1.24,0.25,21,0,0.99,0
3030,1116479,YuGiOh,Battle Pack: Epic Dawn,Phantom of Chaos (Starfoil),0,BP01-EN196,Starfoil Rare,Near Mint 1st Edition,0.57,0.0,1.46,0.47,3,0,1.24,0
3031,876829,YuGiOh,Battle Pack: Epic Dawn,Possessed Dark Soul,0,BP01-EN178,Common,Near Mint 1st Edition,0.24,0.0,1.19,0.2,9,0,0.99,0
3032,1116021,YuGiOh,Battle Pack: Epic Dawn,Possessed Dark Soul (Starfoil),0,BP01-EN178,Starfoil Rare,Near Mint Unlimited,0.62,0.0,1.29,0.3,1,0,0.99,0
3033,1116461,YuGiOh,Battle Pack: Epic Dawn,Possessed Dark Soul (Starfoil),0,BP01-EN178,Starfoil Rare,Near Mint 1st Edition,0.32,0.0,1.19,0.2,3,0,0.99,0
3041,876841,YuGiOh,Battle Pack: Epic Dawn,Power Giant,0,BP01-EN161,Common,Near Mint 1st Edition,0.25,0.0,1.14,0.15,9,0,0.99,0
3042,1116444,YuGiOh,Battle Pack: Epic Dawn,Power Giant (Starfoil),0,BP01-EN161,Starfoil Rare,Near Mint 1st Edition,0.33,0.0,1.19,0.2,6,0,0.99,0
3043,876546,YuGiOh,Battle Pack: Epic Dawn,Premature Burial,0,BP01-EN040,Rare,Near Mint Unlimited,0.6,0.0,1.37,0.38,2,0,0.99,0
3044,876986,YuGiOh,Battle Pack: Epic Dawn,Premature Burial,0,BP01-EN040,Rare,Near Mint 1st Edition,0.42,0.0,1.4,0.4,30,0,1.24,0
3046,1116323,YuGiOh,Battle Pack: Epic Dawn,Premature Burial (Starfoil),0,BP01-EN040,Starfoil Rare,Near Mint 1st Edition,0.64,0.0,1.46,0.47,2,0,1.24,0
3059,876371,YuGiOh,Battle Pack: Epic Dawn,Reckless Greed,0,BP01-EN095,Common,Near Mint Unlimited,0.2,0.0,1.19,0.2,1,0,0.99,0
3060,876811,YuGiOh,Battle Pack: Epic Dawn,Reckless Greed,0,BP01-EN095,Common,Near Mint 1st Edition,0.47,0.0,1.19,0.2,37,0,0.99,0
3076,1116289,YuGiOh,Battle Pack: Epic Dawn,Skull Archfiend of Lightning (Starfoil),0,BP01-EN006,Starfoil Rare,Near Mint 1st Edition,0.33,0.0,1.24,0.25,1,0,0.99,0
3087,876418,YuGiOh,Battle Pack: Epic Dawn,Soul Exchange,0,BP01-EN041,Rare,Near Mint Unlimited,0.43,0.0,1.19,0.2,2,0,0.99,0
3088,876858,YuGiOh,Battle Pack: Epic Dawn,Soul Exchange,0,BP01-EN041,Rare,Near Mint 1st Edition,0.39,0.0,1.21,0.22,4,0,0.99,0
3092,876987,YuGiOh,Battle Pack: Epic Dawn,Spell Shield Type-8,0,BP01-EN097,Common,Near Mint 1st Edition,0.25,0.0,1.16,0.17,2,0,0.99,0
3093,1115940,YuGiOh,Battle Pack: Epic Dawn,Spell Shield Type-8 (Starfoil),0,BP01-EN097,Starfoil Rare,Near Mint Unlimited,0.0,0.0,1.18,0.19,2,0,0.99,0
3094,1116380,YuGiOh,Battle Pack: Epic Dawn,Spell Shield Type-8 (Starfoil),0,BP01-EN097,Starfoil Rare,Near Mint 1st Edition,0.35,0.0,1.18,0.19,2,0,0.99,0
3098,1116296,YuGiOh,Battle Pack: Epic Dawn,Super Conductor Tyranno (Starfoil),0,BP01-EN013,Starfoil Rare,Near Mint 1st Edition,0.21,0.0,1.14,0.15,1,0,0.99,0
3100,876909,YuGiOh,Battle Pack: Epic Dawn,Swords of Revealing Light,0,BP01-EN033,Rare,Near Mint 1st Edition,0.53,0.0,1.37,0.38,5,0,0.99,0
3103,876879,YuGiOh,Battle Pack: Epic Dawn,Tanngrisnir of the Nordic Beasts,0,BP01-EN216,Common,Near Mint 1st Edition,0.23,0.0,1.14,0.15,1,0,0.99,0
3104,1116499,YuGiOh,Battle Pack: Epic Dawn,Tanngrisnir of the Nordic Beasts (Starfoil),0,BP01-EN216,Starfoil Rare,Near Mint 1st Edition,0.35,0.0,1.19,0.2,2,0,0.99,0
3105,876831,YuGiOh,Battle Pack: Epic Dawn,The Tricky,0,BP01-EN135,Common,Near Mint 1st Edition,0.27,0.0,1.17,0.18,1,0,0.99,0
3111,876935,YuGiOh,Battle Pack: Epic Dawn,Toon Gemini Elf,0,BP01-EN128,Common,Near Mint 1st Edition,0.55,0.0,1.45,0.45,9,0,1.24,0
3112,1116411,YuGiOh,Battle Pack: Epic Dawn,Toon Gemini Elf (Starfoil),0,BP01-EN128,Starfoil Rare,Near Mint 1st Edition,0.77,0.0,1.74,0.75,8,0,1.49,0
3129,876890,YuGiOh,Battle Pack: Epic Dawn,Twin-Headed Behemoth,0,BP01-EN179,Common,Near Mint 1st Edition,0.18,0.0,1.16,0.17,1,0,0.99,0
3133,876886,YuGiOh,Battle Pack: Epic Dawn,Vampire Lord,0,BP01-EN127,Common,Near Mint 1st Edition,0.2,0.0,1.19,0.2,5,0,0.99,0
3135,876889,YuGiOh,Battle Pack: Epic Dawn,Vortex Trooper,0,BP01-EN199,Common,Near Mint 1st Edition,0.35,0.0,1.18,0.19,5,0,0.99,0
3136,1116482,YuGiOh,Battle Pack: Epic Dawn,Vortex Trooper (Starfoil),0,BP01-EN199,Starfoil Rare,Near Mint 1st Edition,0.54,0.0,1.19,0.19,4,0,0.99,0
3138,876898,YuGiOh,Battle Pack: Epic Dawn,White Night Dragon,0,BP01-EN016,Rare,Near Mint 1st Edition,0.39,0.0,1.19,0.2,4,0,0.99,0
3139,1116299,YuGiOh,Battle Pack: Epic Dawn,White Night Dragon (Starfoil),0,BP01-EN016,Starfoil Rare,Near Mint 1st Edition,0.52,0.0,1.21,0.22,1,0,0.99,0
3140,876798,YuGiOh,Battle Pack: Epic Dawn,Wind-Up Soldier,0,BP01-EN166,Common,Near Mint 1st Edition,0.22,0.0,1.09,0.1,1,0,0.74,0
3141,1116009,YuGiOh,Battle Pack: Epic Dawn,Wind-Up Soldier (Starfoil),0,BP01-EN166,Starfoil Rare,Near Mint Unlimited,0.54,0.0,1.21,0.22,1,0,0.99,0
3142,1116449,YuGiOh,Battle Pack: Epic Dawn,Wind-Up Soldier (Starfoil),0,BP01-EN166,Starfoil Rare,Near Mint 1st Edition,0.29,0.0,1.19,0.2,3,0,0.99,0
3143,876878,YuGiOh,Battle Pack: Epic Dawn,Wind-Up Warrior,0,BP01-EN170,Common,Near Mint 1st Edition,0.23,0.0,1.14,0.15,5,0,0.99,0
3146,876954,YuGiOh,Battle Pack: Epic Dawn,Wind-Up Zenmaister,0,BP01-EN028,Rare,Near Mint 1st Edition,0.19,0.0,1.12,0.13,28,0,0.74,0
3147,1116311,YuGiOh,Battle Pack: Epic Dawn,Wind-Up Zenmaister (Starfoil),0,BP01-EN028,Starfoil Rare,Near Mint 1st Edition,0.32,0.0,1.19,0.2,1,0,0.99,0
3148,876407,YuGiOh,Battle Pack: Epic Dawn,Witch of the Black Forest,0,BP01-EN001,Rare,Near Mint Unlimited,0.0,0.0,1.43,0.44,1,0,1.24,0
3149,876847,YuGiOh,Battle Pack: Epic Dawn,Witch of the Black Forest,0,BP01-EN001,Rare,Near Mint 1st Edition,0.51,0.0,1.32,0.33,4,0,0.99,0
3150,1115844,YuGiOh,Battle Pack: Epic Dawn,Witch of the Black Forest (Starfoil),0,BP01-EN001,Starfoil Rare,Near Mint Unlimited,0.0,0.0,1.97,0.98,1,0,1.74,0
3152,876550,YuGiOh,Battle Pack: Epic Dawn,Yaksha,0,BP01-EN163,Common,Near Mint Unlimited,0.37,0.0,1.23,0.24,1,0,0.99,0
3156,4497844,YuGiOh,Battles of Legend: Armageddon,Artifact Ignition,0,BLAR-EN074,Secret Rare,Near Mint 1st Edition,0.55,0.53,1.37,0.38,1,0,0.99,0
3157,4497849,YuGiOh,Battles of Legend: Armageddon,Artifact Sanctum,0,BLAR-EN075,Ultra Rare,Near Mint 1st Edition,0.75,0.96,1.27,0.28,4,0,0.99,0
3162,4497804,YuGiOh,Battles of Legend: Armageddon,Brotherhood of the Fire Fist - Lion Emperor,0,BLAR-EN066,Ultra Rare,Near Mint 1st Edition,0.17,0.0,1.04,0.05,266,0,0.74,0
3164,4497909,YuGiOh,Battles of Legend: Armageddon,Chimeratech Megafleet Dragon,0,BLAR-EN085,Secret Rare,Near Mint 1st Edition,1.27,2.49,1.6,0.61,1,0,1.24,0
3169,4497874,YuGiOh,Battles of Legend: Armageddon,Dragon Buster Destruction Sword,0,BLAR-EN079,Ultra Rare,Near Mint 1st Edition,0.42,0.52,1.23,0.24,5,0,0.99,0
3172,4497744,YuGiOh,Battles of Legend: Armageddon,Elemental HERO Shining Flare Wingman,0,BLAR-EN054,Ultra Rare,Near Mint 1st Edition,0.37,0.41,1.19,0.2,175,0,0.99,0
3174,4497924,YuGiOh,Battles of Legend: Armageddon,Formud Skipper,0,BLAR-EN087,Ultra Rare,Near Mint 1st Edition,0.53,0.0,1.38,0.39,33,0,1.24,0
3175,4497514,YuGiOh,Battles of Legend: Armageddon,Fossil Dragon Skullgar,0,BLAR-EN010,Secret Rare,Near Mint 1st Edition,0.58,0.48,1.24,0.25,14,0,0.99,0
3176,4497509,YuGiOh,Battles of Legend: Armageddon,Fossil Dragon Skullgios,0,BLAR-EN009,Secret Rare,Near Mint 1st Edition,0.73,0.72,1.24,0.25,8,0,1.24,0
3177,4497519,YuGiOh,Battles of Legend: Armageddon,Fossil Fusion,0,BLAR-EN011,Secret Rare,Near Mint 1st Edition,0.52,0.51,1.2,0.21,2,0,0.99,0
3178,4497504,YuGiOh,Battles of Legend: Armageddon,Fossil Warrior Skull Bone,0,BLAR-EN008,Secret Rare,Near Mint 1st Edition,0.53,0.48,1.29,0.3,10,0,0.99,0
3179,4497494,YuGiOh,Battles of Legend: Armageddon,Fossil Warrior Skull King,0,BLAR-EN006,Secret Rare,Near Mint 1st Edition,0.72,0.72,1.39,0.4,3,0,1.24,0
3181,4497619,YuGiOh,Battles of Legend: Armageddon,Glacial Beast Blizzard Wolf,0,BLAR-EN031,Secret Rare,Near Mint 1st Edition,0.24,0.22,1.11,0.12,93,0,0.74,0
3185,4497879,YuGiOh,Battles of Legend: Armageddon,Invoked Caliga,0,BLAR-EN080,Ultra Rare,Near Mint 1st Edition,0.46,0.54,1.19,0.2,3,0,0.99,0
3186,4497899,YuGiOh,Battles of Legend: Armageddon,Invoked Elysium,0,BLAR-EN083,Ultra Rare,Near Mint 1st Edition,0.24,0.23,1.05,0.05,318,0,0.74,0
3187,4497894,YuGiOh,Battles of Legend: Armageddon,Invoked Purgatrio,0,BLAR-EN082,Ultra Rare,Near Mint 1st Edition,0.26,0.24,1.19,0.2,95,0,0.99,0
3188,4497889,YuGiOh,Battles of Legend: Armageddon,Invoked Raidjin,0,BLAR-EN081,Ultra Rare,Near Mint 1st Edition,0.56,0.49,1.44,0.45,5,0,1.24,0
3190,4497809,YuGiOh,Battles of Legend: Armageddon,"Kalantosa, Mystical Beast of the Forest",0,BLAR-EN067,Ultra Rare,Near Mint 1st Edition,0.75,0.98,1.32,0.33,11,0,0.99,0
3191,4497769,YuGiOh,Battles of Legend: Armageddon,Koa'ki Meiru Drago,0,BLAR-EN059,Ultra Rare,Near Mint 1st Edition,0.49,0.49,1.23,0.24,79,0,0.99,0
3193,4497959,YuGiOh,Battles of Legend: Armageddon,Malefic Paradigm Dragon,0,BLAR-EN019,Ultra Rare,Near Mint 1st Edition,0.19,0.2,1.12,0.13,93,0,0.74,0
3196,4497859,YuGiOh,Battles of Legend: Armageddon,Nekroz of Gungnir,0,BLAR-EN077,Ultra Rare,Near Mint 1st Edition,0.18,0.12,1.09,0.1,302,0,0.74,0
3197,4497574,YuGiOh,Battles of Legend: Armageddon,Number 1: Numeron Gate Ekam,0,BLAR-EN022,Ultra Rare,Near Mint 1st Edition,0.35,0.35,1.23,0.24,23,0,0.99,0
3198,4497579,YuGiOh,Battles of Legend: Armageddon,Number 2: Numeron Gate Dve,0,BLAR-EN023,Ultra Rare,Near Mint 1st Edition,0.28,0.25,1.17,0.18,29,0,0.99,0
3199,4497604,YuGiOh,Battles of Legend: Armageddon,Number 3: Cicada King,0,BLAR-EN028,Ultra Rare,Near Mint 1st Edition,0.62,0.68,1.48,0.49,2,0,1.24,0
3200,4497584,YuGiOh,Battles of Legend: Armageddon,Number 3: Numeron Gate Trini,0,BLAR-EN024,Ultra Rare,Near Mint 1st Edition,0.29,0.35,1.16,0.17,61,0,0.99,0
3201,4497589,YuGiOh,Battles of Legend: Armageddon,Number 4: Numeron Gate Catvari,0,BLAR-EN025,Ultra Rare,Near Mint 1st Edition,0.42,0.35,1.19,0.2,54,0,0.99,0
3203,4497819,YuGiOh,Battles of Legend: Armageddon,Number C92: Heart-eartH Chaos Dragon,0,BLAR-EN069,Secret Rare,Near Mint 1st Edition,0.42,0.45,1.23,0.24,137,0,0.99,0
3204,4497704,YuGiOh,Battles of Legend: Armageddon,Number F0: Utopic Future Slash,0,BLAR-EN046,Secret Rare,Near Mint 1st Edition,0.53,0.48,1.24,0.24,11,0,0.99,0
3208,4497564,YuGiOh,Battles of Legend: Armageddon,Numeron Wall,0,BLAR-EN020,Ultra Rare,Near Mint 1st Edition,0.29,0.31,1.18,0.19,31,0,0.99,0
3210,4497854,YuGiOh,Battles of Legend: Armageddon,Ra's Disciple,0,BLAR-EN076,Ultra Rare,Near Mint 1st Edition,0.37,0.44,1.24,0.25,87,0,0.99,0
3211,4497939,YuGiOh,Battles of Legend: Armageddon,Salamangreat Gazelle,0,BLAR-EN090,Ultra Rare,Near Mint 1st Edition,0.4,0.35,1.14,0.15,202,0,0.99,0
3212,4497934,YuGiOh,Battles of Legend: Armageddon,Salamangreat Sunlight Wolf,0,BLAR-EN089,Ultra Rare,Near Mint 1st Edition,0.51,0.49,1.23,0.24,9,0,0.99,0
3213,4497914,YuGiOh,Battles of Legend: Armageddon,Secure Gardna,0,BLAR-EN086,Ultra Rare,Near Mint 1st Edition,0.69,0.55,1.39,0.4,7,0,1.24,0
3214,4497529,YuGiOh,Battles of Legend: Armageddon,Specimen Inspection,0,BLAR-EN013,Secret Rare,Near Mint 1st Edition,0.33,0.29,1.1,0.11,61,0,0.74,0
3215,4497794,YuGiOh,Battles of Legend: Armageddon,Steam Synchron,0,BLAR-EN064,Ultra Rare,Near Mint 1st Edition,0.22,0.21,1.09,0.1,122,0,0.74,0
3216,4497524,YuGiOh,Battles of Legend: Armageddon,Time Stream,0,BLAR-EN012,Secret Rare,Near Mint 1st Edition,2.41,2.6,1.88,0.89,1,0,2.99,0
3219,4497814,YuGiOh,Battles of Legend: Armageddon,"Valerifawn, Mystical Beast of the Forest",0,BLAR-EN068,Ultra Rare,Near Mint 1st Edition,0.49,0.58,1.29,0.3,30,0,0.99,0
3222,6723714,YuGiOh,Battles of Legend: Crystal Revenge,Advanced Crystal Beast Amber Mammoth,0,BLCR-EN014,Secret Rare,Near Mint 1st Edition,0.36,0.48,1.14,0.15,79,0,0.99,0
3223,6723699,YuGiOh,Battles of Legend: Crystal Revenge,Advanced Crystal Beast Amethyst Cat,0,BLCR-EN011,Secret Rare,Near Mint 1st Edition,0.46,0.5,1.19,0.2,185,0,0.99,0
3224,6723724,YuGiOh,Battles of Legend: Crystal Revenge,Advanced Crystal Beast Cobalt Eagle,0,BLCR-EN015,Secret Rare,Near Mint 1st Edition,0.62,0.8,1.24,0.25,114,0,0.99,0
3225,6723709,YuGiOh,Battles of Legend: Crystal Revenge,Advanced Crystal Beast Emerald Tortoise,0,BLCR-EN012,Secret Rare,Near Mint 1st Edition,0.3,0.37,1.07,0.08,201,0,0.74,0
3226,6723694,YuGiOh,Battles of Legend: Crystal Revenge,Advanced Crystal Beast Ruby Carbuncle,0,BLCR-EN010,Secret Rare,Near Mint 1st Edition,0.57,0.6,1.24,0.25,170,0,0.99,0
3228,6723704,YuGiOh,Battles of Legend: Crystal Revenge,Advanced Crystal Beast Topaz Tiger,0,BLCR-EN013,Secret Rare,Near Mint 1st Edition,0.32,0.35,1.19,0.2,183,0,0.99,0
3230,6724014,YuGiOh,Battles of Legend: Crystal Revenge,Amazoness Hall,0,BLCR-EN038,Ultra Rare,Near Mint 1st Edition,0.14,0.13,1.02,0.03,8,0,0.74,0
3231,6724029,YuGiOh,Battles of Legend: Crystal Revenge,Amazoness Hot Spring,0,BLCR-EN039,Ultra Rare,Near Mint 1st Edition,0.16,0.11,1.0,0.01,7,0,0.74,0
3232,6725779,YuGiOh,Battles of Legend: Crystal Revenge,"Artemis, the Magistus Moon Maiden",0,BLCR-EN095,Secret Rare,Near Mint 1st Edition,0.58,0.55,1.3,0.31,312,0,0.99,0
3233,6725444,YuGiOh,Battles of Legend: Crystal Revenge,Avendread Savior,0,BLCR-EN091,Ultra Rare,Near Mint 1st Edition,0.1,0.1,1.03,0.04,8,0,0.74,0
3234,6723689,YuGiOh,Battles of Legend: Crystal Revenge,Battle of Sleeping Spirits,0,BLCR-EN009,Ultra Rare,Near Mint 1st Edition,0.12,0.09,1.0,0.01,10,0,0.74,0
3238,6724534,YuGiOh,Battles of Legend: Crystal Revenge,Blackwing - Breeze the Zephyr,0,BLCR-EN061,Ultra Rare,Near Mint 1st Edition,0.12,0.1,1.03,0.04,7,0,0.74,0
3239,6724484,YuGiOh,Battles of Legend: Crystal Revenge,Blackwing - Gale the Whirlwind,0,BLCR-EN056,Ultra Rare,Near Mint 1st Edition,0.23,0.23,1.09,0.1,8,0,0.74,0
3240,6724584,YuGiOh,Battles of Legend: Crystal Revenge,Blackwing - Gram the Shining Star,0,BLCR-EN063,Ultra Rare,Near Mint 1st Edition,0.17,0.12,1.02,0.03,8,0,0.74,0
